interval_seconds,ycsb_ops,kmeans_ops,bank_ops,total_ops_interval,cpu_utilization,memory_utilization,core_count,threads_per_core,evict_threshold,cache_hit,sst_count,total_ops_cumulative,request_total,memory_utilization_normalized
5,0,396,0,395,21.55,85.96,21,1,386000,51514107,0,432861,396,1.0
5,0,400,0,334,21.24,85.95,21,1,386000,51730219,0,434532,400,1.0
5,0,396,0,401,21.56,85.85,21,1,386000,51962629,0,436541,396,1.0
5,0,396,0,342,21.4,85.77,21,1,386000,52176686,0,438252,396,1.0
5,0,400,0,381,21.52,86.4,21,1,386000,52406494,0,440160,400,1.0
5,0,396,0,375,21.61,85.77,21,1,386000,52626166,0,442037,396,1.0
5,0,400,0,387,21.7,85.78,21,1,386000,52849906,0,443973,400,1.0
5,0,396,0,371,21.34,85.9,21,1,386000,53074943,0,445830,396,1.0
5,0,400,0,402,21.2,85.82,21,1,386000,53306368,0,447841,400,1.0
5,0,396,0,394,21.86,85.79,21,1,386000,53533016,0,449815,396,1.0
5,0,400,0,348,21.66,85.76,21,1,386000,53750922,0,451559,400,1.0
5,0,396,0,384,21.36,86.41,21,1,386000,53976752,0,453483,396,1.0
5,0,400,0,323,20.32,86.44,22,1,386000,54188908,0,455095,400,1.0
5,0,396,0,356,21.1,85.84,22,1,386000,54411343,0,456875,396,1.0
5,0,400,0,350,21.04,85.79,22,1,386000,54627885,0,458625,400,1.0
5,0,396,0,386,21.34,85.84,22,1,386000,54850570,0,460561,396,1.0
5,0,400,0,378,20.5,86.05,22,1,386000,55071946,0,462450,400,1.0
5,0,396,0,397,21.57,85.96,22,1,386000,55299759,0,464438,396,1.0
5,0,400,0,346,21.13,85.91,22,1,386000,55519775,0,466170,400,1.0
5,0,396,0,377,21.14,85.92,22,1,386000,55741849,0,468055,396,1.0
5,0,400,0,348,21.01,85.89,22,1,386000,55960224,0,469796,400,1.0
5,0,396,0,393,21.13,85.88,22,1,386000,56185979,0,471763,396,1.0
5,0,396,0,360,20.79,85.97,22,1,386000,56403612,0,473567,396,1.0
5,0,400,0,390,21.89,85.89,22,1,386000,56633983,0,475523,400,1.0
5,0,396,0,379,19.99,85.8,23,1,386000,56855681,0,477418,396,1.0
5,0,400,0,385,20.57,85.81,23,1,386000,57079567,0,479349,400,1.0
5,0,396,0,335,20.51,85.86,23,1,386000,57291545,0,481025,396,1.0
5,0,400,0,365,20.92,85.84,23,1,386000,57517020,0,482851,400,1.0
5,0,396,0,342,20.32,85.98,23,1,386000,57733458,0,484565,396,1.0
5,0,400,0,420,20.89,86.02,23,1,386000,57967038,0,486666,400,1.0
5,0,396,0,384,20.64,86.01,23,1,386000,58190902,0,488589,396,1.0
5,0,400,0,398,20.44,85.97,23,1,386000,58419568,0,490583,400,1.0
5,0,396,0,383,20.44,85.84,23,1,386000,58643428,0,492501,396,1.0
5,0,400,0,352,20.65,85.83,23,1,386000,58861677,0,494263,400,1.0
5,0,396,0,409,20.22,85.89,23,1,386000,59090474,0,496310,396,1.0
5,0,400,0,401,20.56,85.84,23,1,386000,59319734,0,498316,400,1.0
5,0,396,0,360,19.6,85.86,24,1,386000,59538482,0,500120,396,1.0
5,0,400,0,372,20.03,85.87,24,1,386000,59759625,0,501981,400,1.0
5,0,396,0,403,20.51,85.81,24,1,386000,59989006,0,504000,396,1.0
5,0,400,0,396,20.3,85.79,24,1,386000,60216646,0,505982,400,1.0
5,0,396,0,394,19.75,85.87,24,1,386000,60442666,0,507952,396,1.0
5,0,400,0,340,20.25,85.79,24,1,386000,60659834,0,509655,400,1.0
5,0,396,0,366,19.86,85.82,24,1,386000,60881263,0,511486,396,1.0
